"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"940","Nick Blankenburg","CBJ","D","36","580.76666666667","3","5","3","2","8","34.78","41","7.32","2.26","86","56","30","6","2","6","14","7","7","0","0","4","11","10","51","46","42","0","0","-"
"31","Erik Johnson","COL","D","63","930.83333333333","0","7","4","3","7","19.44","92","0.00","3.69","175","120","54","13","4","14","10","5","5","0","0","0","16","13","104","88","78","0","0","-"
"181","Lukas Sedlak","COL, PHI","C","30","303.5","3","4","3","1","7","63.64","39","7.69","4.11","53","47","37","23","1","4","12","6","6","0","0","6","5","3","56","56","23","77","82","48.43"
"287","Jayson Megna","ANA, COL","C","55","494.91666666667","2","5","2","3","7","70.00","33","6.06","3.94","59","49","35","17","2","3","6","3","3","0","0","2","6","9","47","26","20","132","116","53.23"
"302","Josh Brown","ARI","D","68","854.26666666667","4","3","2","1","7","18.92","64","6.25","4","122","100","39","12","5","8","87","25","16","7","2","13","25","9","142","63","72","0","0","-"
"324","Robert Hagg","DET","D","38","542.51666666667","2","5","4","1","7","38.89","38","5.26","1.95","78","59","18","4","1","4","24","12","12","0","0","4","14","4","108","52","42","0","0","-"
"521","Luke Kunin","S.J","C","31","354.21666666667","3","4","3","1","7","58.33","46","6.52","4.84","78","64","54","25","12","6","25","11","10","1","0","7","6","7","63","33","20","4","6","40.00"
"578","Jacob MacDonald","COL, S.J","D","58","642.43333333333","1","6","3","3","7","41.18","67","1.49","4.55","130","94","60","23","14","14","23","10","9","1","0","7","30","10","65","74","41","0","0","-"
"580","Nikita Zaitsev","CHI, OTT","D","46","641.98333333333","1","6","2","4","7","30.43","17","5.88","0.55","47","32","12","1","1","6","18","9","9","0","0","2","22","5","91","64","54","0","0","-"
"618","Jonah Gadjovich","S.J","L","35","311.25","3","4","1","3","7","53.85","32","9.38","4.75","55","46","39","27","6","6","57","15","6","9","0","13","13","10","92","41","5","1","3","25.00"
"621","Cal Foote","NSH, T.B","D","50","683.98333333333","2","5","2","3","7","23.33","37","5.41","1.46","79","55","17","2","6","4","52","19","16","2","1","7","16","8","56","65","49","0","0","-"
"661","Ian Mitchell","CHI","D","35","497.11666666667","1","6","2","4","7","38.89","20","5.00","0.79","42","28","13","0","2","2","8","4","4","0","0","1","14","8","16","59","35","0","0","-"
"677","Jacob Bryson","BUF","D","59","786.31666666667","1","6","3","3","7","28.00","27","3.70","1.04","57","40","13","0","0","4","8","4","4","0","0","3","7","12","34","90","56","0","0","-"
"722","Filip Zadina","DET","R","30","361.08333333333","3","4","2","2","7","87.50","50","6.00","4.42","79","65","51","19","3","6","10","5","5","0","0","4","13","14","22","25","15","1","4","20.00"
"723","Martin Kaut","COL, S.J","R","36","329.68333333333","3","4","1","3","7","58.33","39","7.69","3.25","78","58","43","15","4","6","4","2","2","0","0","5","3","12","23","37","4","2","3","40.00"
"729","Jack Drury","CAR","C","38","362.91666666667","2","5","3","2","7","53.85","61","3.28","5.8","98","77","61","34","2","12","12","6","6","0","0","5","5","8","12","48","16","62","52","54.39"
"749","Jakub Lauko","BOS","C","23","195","4","3","3","0","7","70.00","16","25.00","2.04","32","24","25","8","8","2","11","4","3","1","0","11","6","7","44","26","6","0","4","0.00"
"751","Calen Addison","MIN","D","62","746.73333333333","3","4","1","3","7","25.93","53","5.66","1.76","109","76","20","4","1","2","22","11","11","0","0","2","18","9","17","68","33","0","0","-"
"807","Nikita Alexandrov","STL","C","28","263.81666666667","3","4","3","1","7","87.50","27","11.11","3.87","40","38","27","19","2","2","8","3","3","0","0","10","4","3","28","28","13","52","94","35.62"
"835","Vasily Podkolzin","VAN","R","39","438.58333333333","4","3","2","1","7","53.85","40","10.00","4.4","69","62","44","25","4","6","9","3","2","1","0","7","14","8","51","44","15","5","9","35.71"
"838","Joel Kiviranta","DAL","L","70","725.65","6","1","0","1","7","53.85","68","8.82","7.85","125","94","78","39","2","10","38","17","17","0","0","12","13","22","112","116","16","2","2","50.00"
"856","Connor Mackey","ARI, CGY","D","30","375.43333333333","3","4","1","3","7","33.33","30","10.00","1.43","63","45","13","1","1","5","48","14","9","4","1","9","19","5","60","36","25","0","0","-"
"895","Artem Zub","OTT","D","53","944.36666666667","1","6","1","5","7","20.00","33","3.03","1.15","97","55","23","2","2","13","34","17","17","0","0","7","30","7","116","106","54","0","0","-"
"921","Cole Sillinger","CBJ","C","64","734.6","1","6","4","2","7","35.00","81","1.23","9.59","160","123","97","40","2","20","18","9","9","0","0","3","15","15","101","67","32","279","346","44.64"
"171","Sam Carrick","ANA","C","52","494.46666666667","3","3","2","1","6","46.15","48","6.25","3.44","78","64","34","20","2","9","86","23","13","8","2","21","7","12","96","58","21","151","154","49.51"
"282","Ben Hutton","VGK","D","31","452.11666666667","2","4","2","2","6","37.50","48","4.17","2.39","84","62","21","8","3","4","4","2","2","0","0","5","7","12","18","70","29","0","0","-"
"286","Kurtis MacDermid","COL","D","44","351.25","1","5","3","2","6","54.55","20","5.00","1.1","51","28","12","4","1","4","55","20","15","5","0","6","7","6","86","32","31","0","1","0.00"
"314","Ben Harpur","NYR","D","42","576.78333333333","1","5","0","5","6","27.27","34","2.94","0.82","77","47","17","1","2","3","20","7","5","2","0","5","23","13","63","65","56","0","0","-"
"468","Zach Werenski","CBJ","D","13","243.45","3","3","3","0","6","42.86","31","9.68","1.23","57","41","18","3","2","5","0","0","0","0","0","0","7","12","5","12","22","0","0","-"
"494","Kevin Stenlund","WPG","C","54","488.46666666667","3","3","1","2","6","42.86","54","5.56","6.2","101","79","50","27","4","7","18","7","7","0","0","5","8","18","29","51","20","207","141","59.48"
"499","Alexandre Carrier","NSH","D","43","630.03333333333","1","5","2","3","6","30.00","41","2.44","2.5","87","58","27","6","3","11","25","11","10","1","0","7","11","11","51","110","53","0","0","-"
"501","Niko Mikkola","NYR, STL","D","81","1238.65","1","5","2","3","6","11.11","58","1.72","2.52","122","86","29","3","3","5","56","25","23","2","0","7","33","7","138","148","89","0","0","-"
"510","Lane Pederson","CBJ, VAN","C","27","297.41666666667","3","3","3","0","6","40.00","23","13.04","3.23","39","31","25","16","1","4","24","9","7","2","0","7","3","4","67","36","11","70","64","52.24"
"532","Rasmus Asplund","BUF, NSH","C","46","452.35","1","5","1","4","6","42.86","45","2.22","4.37","67","59","35","22","2","4","4","2","2","0","0","5","2","6","23","55","7","17","28","37.78"
"549","Logan Brown","STL","C","30","284.06666666667","2","4","2","2","6","75.00","18","11.11","1.55","31","24","20","7","1","0","8","4","4","0","0","3","5","7","22","19","7","55","99","35.71"
"655","Dylan Samberg","WPG","D","63","799.16666666667","2","4","1","3","6","20.69","46","4.35","1.42","113","65","26","3","2","8","25","11","10","1","0","8","29","17","85","86","56","0","0","-"
"680","Jacob Peterson","DAL, S.J","C","12","166.13333333333","0","6","3","3","6","85.71","14","0.00","1.79","32","24","20","6","0","2","4","2","2","0","0","4","2","0","12","7","5","1","1","50.00"
"756","Karson Kuhlman","SEA, WPG","C","47","495.93333333333","2","4","1","3","6","42.86","45","4.44","5.6","110","73","63","28","1","10","8","4","4","0","0","6","12","12","41","63","17","0","5","0.00"
"780","Reese Johnson","CHI","C","57","558.01666666667","4","2","1","1","6","42.86","50","8.00","4.84","83","67","44","18","3","7","28","11","9","2","0","9","6","10","173","42","20","103","83","55.38"
"828","Victor Soderstrom","ARI","D","30","434.55","0","6","2","4","6","35.29","27","0.00","1.38","70","38","19","5","2","6","20","9","9","0","0","2","20","3","17","26","37","0","0","-"
"864","Ridly Greig","OTT","C","20","223.66666666667","2","4","3","1","6","50.00","26","7.69","4.24","46","41","37","23","1","9","12","6","6","0","0","1","8","8","30","25","3","40","62","39.22"
"18","Jack Johnson","CHI, COL","D","83","1375","2","3","1","2","5","13.16","86","2.33","3.07","163","110","36","9","2","6","28","14","14","0","0","10","35","14","104","90","112","0","0","-"
"57","Robert Bortuzzo","STL","D","43","454.55","2","3","2","1","5","22.73","29","6.90","1.55","58","41","15","4","0","3","29","13","12","1","0","4","12","5","56","36","36","0","0","-"
"72","Zach Bogosian","T.B","D","46","650.75","1","4","3","1","5","20.00","52","1.92","1.93","115","71","39","5","10","8","32","12","11","0","1","4","25","4","110","50","44","1","0","100.00"
"136","Matt Irwin","WSH","D","61","736.08333333333","2","3","1","2","5","22.73","79","2.53","2.72","139","102","30","9","2","10","36","12","8","4","0","10","17","9","114","102","65","0","0","-"
"290","Chad Ruhwedel","PIT","D","47","587.66666666667","1","4","1","3","5","23.81","32","3.13","1.41","92","55","22","4","2","9","18","9","9","0","0","2","8","14","76","49","36","0","0","-"
"349","Curtis Lazar","N.J, VAN","C","49","518.78333333333","3","2","1","1","5","35.71","50","6.00","5.41","79","64","47","35","5","5","21","9","8","1","0","7","5","13","135","68","47","126","112","52.94"
"381","Robby Fabbri","DET","C","28","350.13333333333","2","3","1","2","5","50.00","19","10.53","3.21","42","34","29","16","0","5","20","6","5","0","1","6","10","5","47","38","12","8","8","50.00"
"442","Anthony Richard","MTL","C","13","124.66666666667","3","2","1","1","5","71.43","13","23.08","1.77","25","22","15","9","1","1","6","3","3","0","0","1","2","2","25","11","3","1","3","25.00"
"449","Jansen Harkins","WPG","C","22","234.61666666667","3","2","1","1","5","50.00","18","16.67","2.22","39","25","23","12","1","5","12","5","5","0","0","4","8","7","16","11","11","2","7","22.22"
"503","Rudolfs Balcers","FLA, T.B","L","17","164.06666666667","3","2","1","1","5","62.50","23","13.04","2.34","36","26","24","12","3","7","4","2","2","0","0","3","3","2","7","17","4","0","1","0.00"
"568","Jake Bean","CBJ","D","14","197.98333333333","1","4","0","4","5","55.56","14","7.14","0.75","27","17","10","2","1","3","6","3","3","0","0","0","3","7","13","11","21","0","0","-"
"687","Cole Guttman","CHI","C","14","175.8","3","2","2","0","5","83.33","21","14.29","1.8","34","25","20","6","0","2","2","1","1","0","0","1","9","11","4","11","6","81","78","50.94"
"728","Vitali Kravtsov","NYR, VAN","R","44","458.13333333333","3","2","0","2","5","38.46","38","7.89","4.92","74","56","47","27","2","5","8","4","4","0","0","0","6","11","28","53","15","0","3","0.00"
"768","David Gustafsson","WPG","C","46","383.16666666667","0","5","4","1","5","41.67","40","0.00","3.45","63","50","39","21","2","6","4","2","2","0","0","5","9","10","23","53","13","90","89","50.28"
"831","Pavel Dorofeyev","VGK","L","18","220.76666666667","4","1","1","0","5","50.00","29","13.79","3.62","51","35","34","16","3","9","4","2","2","0","0","3","6","4","3","20","9","0","1","0.00"
"890","Isaak Phillips","CHI","D","16","231.36666666667","1","4","2","2","5","55.56","15","6.67","0.9","36","24","8","5","1","3","5","1","0","1","0","2","7","11","26","28","6","0","0","-"
"54","Brendan Smith","N.J","D","60","822.15","0","4","1","3","4","13.79","56","0.00","3.69","126","80","57","14","19","12","63","27","24","3","0","14","30","16","97","86","61","0","0","-"
"62","Jakub Voracek","CBJ","R","11","133.7","0","4","2","2","4","80.00","7","0.00","0.55","16","10","10","0","2","1","0","0","0","0","0","1","1","3","2","3","7","1","2","33.33"
"81","Zac Dalpe","FLA","C","14","113.66666666667","2","2","1","1","4","66.67","17","11.76","0.98","25","21","12","5","0","0","2","1","1","0","0","0","0","2","15","8","5","22","16","57.89"
"123","Chris Wideman","MTL","D","46","555.33333333333","0","4","2","2","4","16.67","29","0.00","0.89","60","42","12","2","2","2","77","21","16","1","4","7","35","7","25","66","51","0","0","-"
"219","Nathan Beaulieu","ANA","D","52","668.81666666667","0","4","2","2","4","17.39","30","0.00","1.25","76","44","20","5","1","7","37","11","6","5","0","7","15","9","48","31","60","0","0","-"
"240","Tanner Pearson","VAN","L","14","155.01666666667","1","3","2","1","4","66.67","17","5.88","1.55","26","23","18","5","2","4","17","7","6","1","0","5","1","4","19","9","2","1","6","14.29"
"293","Kyle Burroughs","VAN","D","48","734.33333333333","2","2","2","0","4","19.05","45","4.44","1.86","89","57","25","4","1","9","58","17","9","8","0","17","12","5","155","126","65","0","0","-"
"401","Fredrik Olofsson","DAL","L","28","282.26666666667","1","3","3","0","4","50.00","34","2.94","3.49","58","45","32","17","2","4","2","1","1","0","0","3","4","7","32","45","8","3","5","37.50"
"445","Jakub Zboril","BOS","D","22","251.1","1","3","1","2","4","36.36","13","7.69","0.72","28","20","7","2","0","1","6","3","3","0","0","3","5","3","26","22","15","0","0","-"
"484","Dennis Gilbert","CGY","D","23","262.5","1","3","1","2","4","36.36","13","7.69","0.42","36","22","8","1","0","1","27","6","1","5","0","7","8","3","54","39","24","0","0","-"
"488","Austin Czarnik","DET","C","29","297.41666666667","3","1","1","0","4","44.44","27","11.11","2.96","46","36","25","14","1","6","8","4","4","0","0","7","4","12","16","14","13","68","87","43.87"
"496","Colton White","ANA","D","46","607.8","0","4","2","2","4","20.00","28","0.00","1.6","55","37","18","6","1","5","8","4","4","0","0","3","11","7","33","91","29","0","0","-"
"542","Kale Clague","BUF","D","33","484.06666666667","0","4","0","4","4","16.67","24","0.00","1.17","51","32","16","3","0","4","24","8","7","0","1","3","12","7","23","43","23","0","0","-"
"559","Givani Smith","DET, FLA","R","36","249.15","1","3","2","1","4","57.14","28","3.57","2.6","58","41","25","16","1","4","72","19","11","6","2","13","6","6","66","32","8","0","0","-"
"596","Vincent Desharnais","EDM","D","36","402.51666666667","0","4","3","1","4","20.00","17","0.00","0.64","48","27","17","0","0","4","29","13","12","1","0","7","14","4","40","42","28","0","0","-"
"603","Matt Luff","DET","R","19","186.38333333333","2","2","2","0","4","80.00","20","10.00","2.2","39","32","22","15","0","3","0","0","0","0","0","2","3","6","22","13","9","0","2","0.00"
"662","Robin Salo","NYI","D","11","114.83333333333","2","2","1","1","4","57.14","9","22.22","0.31","14","10","3","2","0","1","4","2","2","0","0","2","6","1","6","16","13","0","0","-"
"724","Alexander Alexeyev","WSH","D","32","479.71666666667","0","4","2","2","4","20.00","28","0.00","1.31","72","51","15","5","1","5","2","1","1","0","0","2","16","3","32","52","42","0","0","-"
"765","Tyler Tucker","STL","D","26","364.78333333333","1","3","0","3","4","33.33","21","4.76","0.52","54","27","12","1","1","4","31","7","3","3","1","5","9","4","50","36","23","0","0","-"
"783","Egor Zamula","PHI","D","14","178.31666666667","0","4","2","2","4","57.14","8","0.00","0.15","20","10","0","0","0","2","2","1","1","0","0","1","8","2","9","14","13","0","0","-"
"822","Nicholas Robertson","TOR","L","15","142.7","1","3","0","3","4","66.67","20","5.00","1.99","38","29","21","9","5","0","0","0","0","0","0","3","5","4","17","13","7","2","1","66.67"
"825","Jakob Pelletier","CGY","L","24","281.75","1","3","1","2","4","50.00","34","2.94","4.04","62","48","42","20","5","8","2","1","1","0","0","2","10","11","15","21","14","2","6","25.00"
"885","Tyson Foerster","PHI","R","8","106.55","2","2","2","0","4","57.14","11","18.18","1.18","17","15","11","4","0","4","6","2","2","0","0","1","1","1","12","6","9","0","0","-"
"909","Matt Kiersted","FLA","D","20","186.21666666667","1","3","2","1","4","40.00","14","7.14","0.92","36","21","13","2","0","5","6","2","2","0","0","1","7","1","12","35","7","0","0","-"
"929","Nick Cicek","S.J","D","16","217.28333333333","0","4","1","3","4","100.00","3","0.00","0.2","20","6","10","0","2","0","15","6","5","1","0","3","6","2","28","26","17","0","0","-"
"930","Jesper Froden","SEA","R","14","137.2","0","4","2","2","4","57.14","9","0.00","1.51","19","19","16","7","0","1","6","3","3","0","0","2","5","7","11","13","6","0","0","-"
